sample_wall_ns,session,event,event_generation,event_wall_ns,overwritten_samples,capture_audio_timestamp_ns,capture_audio_wall_ns,capture_audio_timestamp_delta_ns,capture_audio_wall_delta_ns,capture_audio_ndi_timestamp_100ns,capture_audio_ndi_timecode_100ns,capture_audio_frames,capture_audio_sample_rate,capture_audio_channels,capture_audio_observations,capture_audio_pacing_anomalies,capture_video_timestamp_ns,capture_video_wall_ns,capture_video_timestamp_delta_ns,capture_video_wall_delta_ns,capture_video_ndi_timestamp_100ns,capture_video_ndi_timecode_100ns,capture_video_width,capture_video_height,capture_video_unused,capture_video_observations,capture_video_pacing_anomalies,output_audio_timestamp_ns,output_audio_wall_ns,output_audio_timestamp_delta_ns,output_audio_wall_delta_ns,output_audio_ndi_timestamp_100ns,output_audio_ndi_timecode_100ns,output_audio_frames,output_audio_sample_rate,output_audio_channels,output_audio_observations,output_audio_pacing_anomalies,output_video_timestamp_ns,output_video_wall_ns,output_video_timestamp_delta_ns,output_video_wall_delta_ns,output_video_ndi_timestamp_100ns,output_video_ndi_timecode_100ns,output_video_width,output_video_height,output_video_unused,output_video_observations,output_video_pacing_anomalies,filtered_audio_timestamp_ns,filtered_audio_wall_ns,filtered_audio_timestamp_delta_ns,filtered_audio_wall_delta_ns,filtered_audio_ndi_timestamp_100ns,filtered_audio_ndi_timecode_100ns,filtered_audio_frames,filtered_audio_unused_a,filtered_audio_unused_b,filtered_audio_observations,filtered_audio_pacing_anomalies,selected_video_timestamp_ns,selected_video_wall_ns,selected_video_timestamp_delta_ns,selected_video_wall_delta_ns,selected_video_ndi_timestamp_100ns,selected_video_ndi_timecode_100ns,selected_video_unused_a,selected_video_unused_b,selected_video_unused_c,selected_video_observations,selected_video_pacing_anomalies,mode,receiver_epoch_ns,next_audio_deadline_ns,next_video_deadline_ns,cumulative_audio_frames,video_ticks,audio_deadline_error_ns,video_deadline_error_ns,audio_catchups,video_catchups,repeated_video_frames,empty_audio_pulls,empty_video_pulls,ndi_total_audio_frames,ndi_total_video_frames,ndi_dropped_audio_frames,ndi_dropped_video_frames,ndi_queued_audio_frames,ndi_queued_video_frames,capture_video_minus_capture_audio_projected_ns,output_video_minus_output_audio_projected_ns,selected_video_minus_output_video_projected_ns,filtered_audio_minus_output_audio_projected_ns,selected_video_minus_filtered_audio_projected_ns
293512857509500,1,,3,0,0,1784449273057654000,293512857496300,21333300,21203000,17844492730424411,17844492730576540,1024,48000,2,169271,31420,1784449273023698400,293512840793300,16666700,17698500,17844492730080587,17844492730236984,3840,2160,0,216665,32965,1784449273057654000,293512857496700,21333300,21203300,0,0,1024,48000,2,169271,31420,1784449273023698400,293512840793700,16666700,17698500,0,0,3840,2160,0,216665,32965,1784449273057654000,293512857501700,0,400,0,0,1024,0,0,677084,539239,1784449272890364800,293512854333100,0,100,0,0,0,0,0,866560,649927,0,0,0,0,0,0,0,0,0,0,0,0,0,169271,216665,0,0,0,0,-17252600,-17252600,-146873000,-5000,-164120600
293513108786100,1,,3,0,0,1784449273292320300,293513091831200,21333300,21406500,17844492732768528,17844492732923203,1024,48000,2,169282,31420,1784449273290365600,293513107422000,16666700,17576100,17844492732748899,17844492732903656,3840,2160,0,216681,32965,1784449273292320300,293513091831300,21333300,21406300,0,0,1024,48000,2,169282,31420,1784449273290365600,293513107423100,16666700,17576300,0,0,3840,2160,0,216681,32965,1784449273292320300,293513091832800,0,0,0,0,1024,0,0,677128,539272,1784449273140365300,293513104330100,0,0,0,0,0,0,0,866620,649972,0,0,0,0,0,0,0,0,0,0,0,0,0,169282,216681,0,0,0,0,-17545500,-17546500,-146907300,-1500,-164452300
293513369470100,1,,3,0,0,1784449273569653200,293513369463900,21333300,21756200,17844492735545152,17844492735696532,1024,48000,2,169295,31422,1784449273540366100,293513357447100,16666700,16442300,17844492735245678,17844492735403661,3840,2160,0,216696,32965,1784449273569653200,293513369464000,21333300,21756000,0,0,1024,48000,2,169295,31422,1784449273540366100,293513357448200,16666700,16442900,0,0,3840,2160,0,216696,32965,1784449273569653200,293513369466200,0,200,0,0,1024,0,0,677180,539313,1784449273390365800,293513354331900,0,100,0,0,0,0,0,866680,650017,0,0,0,0,0,0,0,0,0,0,0,0,0,169295,216696,0,0,0,0,-17270300,-17271300,-146884000,-2200,-164153100
293513625183900,1,,3,0,0,1784449273804319500,293513604369200,21333300,21003400,17844492737893761,17844492738043195,1024,48000,2,169306,31422,1784449273807033300,293513624121900,16666700,17628200,17844492737913588,17844492738070333,3840,2160,0,216712,32965,1784449273804319500,293513604369500,21333300,21003500,0,0,1024,48000,2,169306,31422,1784449273807033300,293513624122400,16666700,17628100,0,0,3840,2160,0,216712,32965,1784449273804319500,293513604372000,0,100,0,0,1024,0,0,677224,539346,1784449273657033000,293513620993900,0,100,0,0,0,0,0,866744,650065,0,0,0,0,0,0,0,0,0,0,0,0,0,169306,216712,0,0,0,0,-17038900,-17039100,-146871800,-2500,-163908400
293513875278600,1,,3,0,0,1784449274060319100,293513860025100,21333300,21216500,17844492740451357,17844492740603191,1024,48000,2,169318,31422,1784449274057033800,293513873710900,16666700,16290300,17844492740413847,17844492740570338,3840,2160,0,216727,32965,1784449274060319100,293513860025300,21333300,21216400,0,0,1024,48000,2,169318,31422,1784449274057033800,293513873711800,16666700,16290300,0,0,3840,2160,0,216727,32965,1784449274060319100,293513860027600,0,200,0,0,1024,0,0,677272,539382,1784449273907033500,293513870994500,0,100,0,0,0,0,0,866804,650110,0,0,0,0,0,0,0,0,0,0,0,0,0,169318,216727,0,0,0,0,-16971100,-16971800,-147283000,-2300,-164252500
293514125405800,1,,3,0,0,1784449274316318700,293514115773700,21333300,20361400,17844492743008788,17844492743163187,1024,48000,2,169330,31422,1784449274307034300,293514124138000,16666700,16136700,17844492742913653,17844492743070343,3840,2160,0,216742,32965,1784449274316318700,293514115773700,21333300,20360700,0,0,1024,48000,2,169330,31422,1784449274307034300,293514124138700,16666700,16137100,0,0,3840,2160,0,216742,32965,1784449274316318700,293514115775600,0,400,0,0,1024,0,0,677320,539418,1784449274157034000,293514120997600,0,100,0,0,0,0,0,866864,650155,0,0,0,0,0,0,0,0,0,0,0,0,0,169330,216742,0,0,0,0,-17648700,-17649400,-146859200,-1900,-164506700
293514391949500,1,,3,0,0,1784449274572318300,293514371945700,21333300,19295800,17844492745572621,17844492745723183,1024,48000,2,169342,31424,1784449274573701500,293514390260100,16666700,16059800,17844492745579892,17844492745737015,3840,2160,0,216758,32965,1784449274572318300,293514371946000,21333300,19295900,0,0,1024,48000,2,169342,31424,1784449274573701500,293514390261200,16666700,16060400,0,0,3840,2160,0,216758,32965,1784449274572318300,293514371950000,0,0,0,0,1024,0,0,677368,539456,1784449274423701200,293514387662700,0,100,0,0,0,0,0,866928,650203,0,0,0,0,0,0,0,0,0,0,0,0,0,169342,216758,0,0,0,0,-16931200,-16932000,-147401800,-4000,-164329800
293514642380800,1,,3,0,0,1784449274828317900,293514628488900,21333300,20246700,17844492748135755,17844492748283179,1024,48000,2,169354,31424,1784449274823702000,293514639696200,16666700,16372600,17844492748081324,17844492748237020,3840,2160,0,216773,32965,1784449274828317900,293514628489200,21333300,20246900,0,0,1024,48000,2,169354,31424,1784449274823702000,293514639696700,16666700,16372000,0,0,3840,2160,0,216773,32965,1784449274828317900,293514628491900,0,200,0,0,1024,0,0,677416,539492,1784449274673701700,293514637694300,0,300,0,0,0,0,0,866988,650248,0,0,0,0,0,0,0,0,0,0,0,0,0,169354,216773,0,0,0,0,-15823200,-15823400,-147997900,-2700,-163818600
293514905795000,1,,3,0,0,1784449275105650800,293514905780400,21333300,22011300,17844492750909094,17844492751056508,1024,48000,2,169367,31425,1784449275073702500,293514890096200,16666700,16537900,17844492750581713,17844492750737025,3840,2160,0,216788,32965,1784449275105650800,293514905780700,21333300,22011100,0,0,1024,48000,2,169367,31425,1784449275073702500,293514890096600,16666700,16537800,0,0,3840,2160,0,216788,32965,1784449275105650800,293514905785400,0,200,0,0,1024,0,0,677468,539532,1784449274940368900,293514904326900,0,100,0,0,0,0,0,867052,650296,0,0,0,0,0,0,0,0,0,0,0,0,0,169367,216788,0,0,0,0,-16264100,-16264200,-147563900,-4700,-163823400
293515158706800,1,,3,0,0,1784449275340317100,293515139993700,21333300,20859600,17844492753252717,17844492753403171,1024,48000,2,169378,31425,1784449275340369700,293515156620900,16666700,16405500,17844492753246665,17844492753403697,3840,2160,0,216804,32965,1784449275340317100,293515139994000,21333300,20859800,0,0,1024,48000,2,169378,31425,1784449275340369700,293515156621300,16666700,16405500,0,0,3840,2160,0,216804,32965,1784449275340317100,293515140025300,0,1300,0,0,1024,0,0,677512,539565,1784449275190369400,293515154350300,0,100,0,0,0,0,0,867112,650341,0,0,0,0,0,0,0,0,0,0,0,0,0,169378,216804,0,0,0,0,-16574600,-16574700,-147729300,-31300,-164272700
293515408946600,1,,3,0,0,1784449275596316700,293515395889900,21333300,20782900,17844492755810055,17844492755963167,1024,48000,2,169390,31425,1784449275590370200,293515405946000,16666700,16176800,17844492755747125,17844492755903702,3840,2160,0,216819,32965,1784449275596316700,293515395890100,21333300,20783000,0,0,1024,48000,2,169390,31425,1784449275590370200,293515405946400,16666700,16176700,0,0,3840,2160,0,216819,32965,1784449275596316700,293515395892100,0,200,0,0,1024,0,0,677560,539601,1784449275440369900,293515404334900,0,200,0,0,0,0,0,867172,650386,0,0,0,0,0,0,0,0,0,0,0,0,0,169390,216819,0,0,0,0,-16002600,-16002800,-148388800,-2000,-164389600
293515675390500,1,,3,0,0,1784449275852316300,293515652308900,21333300,20936000,17844492758374443,17844492758523163,1024,48000,2,169402,31425,1784449275857037400,293515673912500,16666700,16867600,17844492758413746,17844492758570374,3840,2160,0,216835,32965,1784449275852316300,293515652309000,21333300,20936000,0,0,1024,48000,2,169402,31425,1784449275857037400,293515673913200,16666700,16867600,0,0,3840,2160,0,216835,32965,1784449275852316300,293515652311000,0,100,0,0,1024,0,0,677608,539637,1784449275707037100,293515670995000,0,100,0,0,0,0,0,867236,650434,0,0,0,0,0,0,0,0,0,0,0,0,0,169403,216835,0,0,1,0,-16882500,-16883100,-147082100,-2000,-163963200
293515925459200,1,,3,0,0,1784449276108315900,293515908751200,21333300,21819600,17844492760935666,17844492761083159,1024,48000,2,169414,31425,1784449276107037900,293515923151900,16666700,15479900,17844492760913428,17844492761070379,3840,2160,0,216850,32965,1784449276108315900,293515908751400,21333300,21819500,0,0,1024,48000,2,169414,31425,1784449276107037900,293515923152800,16666700,15480700,0,0,3840,2160,0,216850,32965,1784449276108315900,293515908754300,0,200,0,0,1024,0,0,677656,539673,1784449275957037600,293515921005900,0,200,0,0,0,0,0,867296,650479,0,0,0,0,0,0,0,0,0,0,0,0,0,169414,216850,0,0,0,0,-15678700,-15679400,-147853400,-2900,-163529900
293516185696700,1,,3,0,0,1784449276385648800,293516185690900,21333300,21448200,17844492763708257,17844492763856488,1024,48000,2,169427,31425,1784449276357038400,293516173425100,16666700,16827400,17844492763413493,17844492763570384,3840,2160,0,216865,32965,1784449276385648800,293516185691200,21333300,21447700,0,0,1024,48000,2,169427,31425,1784449276357038400,293516173426000,16666700,16827000,0,0,3840,2160,0,216865,32965,1784449276385648800,293516185693100,0,200,0,0,1024,0,0,677708,539712,1784449276207038100,293516170995500,0,100,0,0,0,0,0,867356,650524,0,0,0,0,0,0,0,0,0,0,0,0,0,169427,216865,0,0,0,0,-16344600,-16345200,-147569800,-1900,-163913100
293516442807300,1,,3,0,0,1784449276620315100,293516420278300,21333300,21812000,17844492766054230,17844492766203151,1024,48000,2,169438,31425,1784449276623705600,293516439851800,16666700,16356600,17844492766080395,17844492766237056,3840,2160,0,216881,32965,1784449276620315100,293516420278600,21333300,21812200,0,0,1024,48000,2,169438,31425,1784449276623705600,293516439853500,16666700,16357500,0,0,3840,2160,0,216881,32965,1784449276620315100,293516420280600,0,200,0,0,1024,0,0,677752,539745,1784449276473705300,293516437663300,0,200,0,0,0,0,0,867420,650572,0,0,0,0,0,0,0,0,0,0,0,0,0,169439,216881,0,0,1,0,-16183000,-16184400,-147810100,-2000,-163992500
293516693376600,1,,3,0,0,1784449276876314700,293516675982200,21333300,21517000,17844492768611598,17844492768763147,1024,48000,2,169450,31425,1784449276873706100,293516690912800,16666700,17980100,17844492768578814,17844492768737061,3840,2160,0,216896,32965,1784449276876314700,293516675982400,21333300,21517000,0,0,1024,48000,2,169450,31425,1784449276873706100,293516690913400,16666700,17979800,0,0,3840,2160,0,216896,32965,1784449276876314700,293516675984500,0,200,0,0,1024,0,0,677800,539781,1784449276723705800,293516687660900,0,0,0,0,0,0,0,867480,650617,0,0,0,0,0,0,0,0,0,0,0,0,0,169450,216896,0,0,0,0,-17539200,-17539600,-146747800,-2100,-164285300
293516953585700,1,,3,0,0,1784449277153647600,293516953579800,21333300,21398500,17844492771387505,17844492771536476,1024,48000,2,169463,31427,1784449277123706600,293516940930700,16666700,16891900,17844492771080960,17844492771237066,3840,2160,0,216911,32965,1784449277153647600,293516953580100,21333300,21398500,0,0,1024,48000,2,169463,31427,1784449277123706600,293516940931200,16666700,16891800,0,0,3840,2160,0,216911,32965,1784449277153647600,293516953581900,0,200,0,0,1024,0,0,677852,539822,1784449276973706300,293516937663300,0,200,0,0,0,0,0,867540,650662,0,0,0,0,0,0,0,0,0,0,0,0,0,169463,216911,0,0,0,0,-17291900,-17292100,-146732400,-1800,-164022700
293517208585700,1,,3,0,0,1784449277388313900,293517188625200,21333300,21977100,17844492773739036,17844492773883139,1024,48000,2,169474,31428,1784449277390373800,293517206576600,16666700,15802100,17844492773746035,17844492773903738,3840,2160,0,216927,32965,1784449277388313900,293517188625600,21333300,21977200,0,0,1024,48000,2,169474,31428,1784449277390373800,293517206577700,16666700,15801800,0,0,3840,2160,0,216927,32965,1784449277388313900,293517188631700,0,200,0,0,1024,0,0,677896,539856,1784449277240373500,293517204335000,0,200,0,0,0,0,0,867604,650710,0,0,0,0,0,0,0,0,0,0,0,0,0,169474,216927,0,0,0,0,-15891500,-15892200,-147757600,-6100,-163643700
293517458797900,1,,3,0,0,1784449277644313500,293517444507300,21333300,19148000,17844492776296856,17844492776443135,1024,48000,2,169486,31430,1784449277640374300,293517457190300,16666700,16401300,17844492776245960,17844492776403743,3840,2160,0,216942,32965,1784449277644313500,293517444507400,21333300,19148000,0,0,1024,48000,2,169486,31430,1784449277640374300,293517457191000,16666700,16400900,0,0,3840,2160,0,216942,32965,1784449277644313500,293517444510400,0,200,0,0,1024,0,0,677944,539894,1784449277490374000,293517454336100,0,100,0,0,0,0,0,867664,650755,0,0,0,0,0,0,0,0,0,0,0,0,0,169486,216942,0,0,0,0,-16622200,-16622800,-147145400,-3000,-163765200
293517720790000,1,,3,0,0,1784449277921646400,293517720779000,21333300,21166700,17844492779062455,17844492779216464,1024,48000,2,169499,31430,1784449277890374800,293517707553200,16666700,16283600,17844492778746408,17844492778903748,3840,2160,0,216957,32965,1784449277921646400,293517720779300,21333300,21166800,0,0,1024,48000,2,169499,31430,1784449277890374800,293517707554100,16666700,16283400,0,0,3840,2160,0,216957,32965,1784449277921646400,293517720782700,0,200,0,0,1024,0,0,677996,539933,1784449277740374500,293517704329900,0,100,0,0,0,0,0,867724,650800,0,0,0,0,0,0,0,0,0,0,0,0,0,169499,216957,0,0,0,0,-18045800,-18046400,-146776100,-3400,-164819100
293517975936400,1,,3,0,0,1784449278156312700,293517956366200,21333300,22115800,17844492781417245,17844492781563127,1024,48000,2,169510,31430,1784449278157042000,293517973919500,16666700,17287800,17844492781416449,17844492781570420,3840,2160,0,216973,32965,1784449278156312700,293517956366700,21333300,22116100,0,0,1024,48000,2,169510,31430,1784449278157042000,293517973920000,16666700,17287500,0,0,3840,2160,0,216973,32965,1784449278156312700,293517956370000,0,300,0,0,1024,0,0,678040,539966,1784449278007041700,293517971007500,0,0,0,0,0,0,0,867788,650848,0,0,0,0,0,0,0,0,0,0,0,0,0,169510,216973,0,0,0,0,-16824000,-16824000,-147087800,-3300,-163908500
293518225939100,1,,3,0,0,1784449278412312300,293518212305100,21333300,21974900,17844492783975248,17844492784123123,1024,48000,2,169522,31430,1784449278407042500,293518224183300,16666700,16908600,17844492783913010,17844492784070425,3840,2160,0,216988,32965,1784449278412312300,293518212305300,21333300,21974300,0,0,1024,48000,2,169522,31430,1784449278407042500,293518224184600,16666700,16908900,0,0,3840,2160,0,216988,32965,1784449278412312300,293518212307500,0,100,0,0,1024,0,0,678088,540002,1784449278257042200,293518221011600,0,200,0,0,0,0,0,867848,650893,0,0,0,0,0,0,0,0,0,0,0,0,0,169522,216988,0,0,0,0,-17148000,-17149100,-146827300,-2200,-163974200
293518489731000,1,,3,0,0,1784449278689645200,293518489721800,21333300,21312100,17844492786750833,17844492786896452,1024,48000,2,169535,31430,1784449278657043000,293518473643800,16666700,15895200,17844492786413150,17844492786570430,3840,2160,0,217003,32965,1784449278689645200,293518489722100,21333300,21312300,0,0,1024,48000,2,169535,31430,1784449278657043000,293518473644500,16666700,15895400,0,0,3840,2160,0,217003,32965,1784449278689645200,293518489726100,0,200,0,0,1024,0,0,678140,540041,1784449278523709400,293518487663100,0,100,0,0,0,0,0,867912,650941,0,0,0,0,0,0,0,0,0,0,0,0,0,169535,217003,0,0,0,0,-16524200,-16524600,-147352200,-4000,-163872800
293518741979400,1,,3,0,0,1784449278924311500,293518726636600,21333300,23822800,17844492789095223,17844492789243115,1024,48000,2,169546,31431,1784449278923710200,293518739574900,16666700,15922800,17844492789079760,17844492789237102,3840,2160,0,217019,32965,1784449278924311500,293518726637000,21333300,23822900,0,0,1024,48000,2,169546,31431,1784449278923710200,293518739576000,16666700,15923300,0,0,3840,2160,0,217019,32965,1784449278924311500,293518726641600,0,400,0,0,1024,0,0,678184,540075,1784449278773709900,293518737677100,0,100,0,0,0,0,0,867972,650986,0,0,0,0,0,0,0,0,0,0,0,0,0,169546,217019,0,0,0,0,-13539600,-13540300,-148101400,-4600,-161637100
293519001938100,1,,3,0,0,1784449279201644400,293519001928700,21333300,21482400,17844492791870815,17844492792016444,1024,48000,2,169559,31433,1784449279173710700,293518989902700,16666700,16379400,17844492791580130,17844492791737107,3840,2160,0,217034,32965,1784449279201644400,293519001929100,21333300,21482400,0,0,1024,48000,2,169559,31433,1784449279173710700,293518989903300,16666700,16378400,0,0,3840,2160,0,217034,32965,1784449279201644400,293519001932200,0,600,0,0,1024,0,0,678236,540116,1784449279023710400,293518987665100,0,200,0,0,0,0,0,868032,651031,0,0,0,0,0,0,0,0,0,0,0,0,0,169559,217034,0,0,0,0,-15907700,-15907900,-147762100,-3100,-163666900
293519256813800,1,,3,0,0,1784449279457644000,293519256802200,21333300,20289400,17844492794422969,17844492794576440,1024,48000,2,169571,31433,1784449279423711200,293519240985700,16666700,18029100,17844492794081905,17844492794237112,3840,2160,0,217049,32965,1784449279457644000,293519256802700,21333300,20289600,0,0,1024,48000,2,169571,31433,1784449279423711200,293519240986400,16666700,18028900,0,0,3840,2160,0,217049,32965,1784449279457644000,293519256807500,0,600,0,0,1024,0,0,678284,540152,1784449279290377600,293519254331100,0,100,0,0,0,0,0,868096,651079,0,0,0,0,0,0,0,0,0,0,0,0,0,169571,217049,0,0,0,0,-18116300,-18116500,-146678300,-4800,-164790000
293519508917200,1,,3,0,0,1784449279692310300,293519491873400,21333300,21580700,17844492796771397,17844492796923103,1024,48000,2,169582,31433,1784449279690378400,293519506786100,16666700,16760100,17844492796747360,17844492796903784,3840,2160,0,217065,32965,1784449279692310300,293519491873800,21333300,21580800,0,0,1024,48000,2,169582,31433,1784449279690378400,293519506786900,16666700,16760300,0,0,3840,2160,0,217065,32965,1784449279692310300,293519491876300,0,100,0,0,1024,0,0,678328,540185,1784449279540378100,293519504348900,0,200,0,0,0,0,0,868156,651124,0,0,0,0,0,0,0,0,0,0,0,0,0,169582,217065,0,0,0,0,-16844600,-16845000,-147562300,-2500,-164404800
293519769480500,1,,3,0,0,1784449279969643200,293519769473900,21333300,21474500,17844492799547109,17844492799696432,1024,48000,2,169595,31433,1784449279940378900,293519756155900,16666700,16203000,17844492799247846,17844492799403789,3840,2160,0,217080,32966,1784449279969643200,293519769474100,21333300,21474500,0,0,1024,48000,2,169595,31433,1784449279940378900,293519756156700,16666700,16202300,0,0,3840,2160,0,217080,32966,1784449279969643200,293519769476500,0,500,0,0,1024,0,0,678380,540224,1784449279790378600,293519754344200,0,500,0,0,0,0,0,868216,651169,0,0,0,0,0,0,0,0,0,0,0,0,0,169595,217080,0,0,0,0,-15946300,-15946900,-148187800,-2400,-164132300
293520024566900,1,,3,0,0,1784449280204309500,293520004062800,21333300,21234200,17844492801895058,17844492802043095,1024,48000,2,169606,31435,1784449280207046100,293520022795300,16666700,16358400,17844492801912587,17844492802070461,3840,2160,0,217096,32967,1784449280204309500,293520004063700,21333300,21234900,0,0,1024,48000,2,169606,31435,1784449280207046100,293520022795900,16666700,16358500,0,0,3840,2160,0,217096,32967,1784449280204309500,293520004067500,0,300,0,0,1024,0,0,678424,540259,1784449280057045800,293520021004100,0,500,0,0,0,0,0,868280,651217,0,0,0,0,0,0,0,0,0,0,0,0,0,169606,217096,0,0,0,0,-15995900,-15995600,-148208500,-3800,-164200300
293520275024300,1,,3,0,0,1784449280460309100,293520259726100,21333300,20525400,17844492804450234,17844492804603091,1024,48000,2,169618,31435,1784449280457046600,293520274072700,16666700,17214800,17844492804415325,17844492804570466,3840,2160,0,217111,32967,1784449280460309100,293520259726500,21333300,20525600,0,0,1024,48000,2,169618,31435,1784449280457046600,293520274073000,16666700,17214100,0,0,3840,2160,0,217111,32967,1784449280460309100,293520259729100,0,100,0,0,1024,0,0,678472,540295,1784449280307046300,293520270996600,0,100,0,0,0,0,0,868340,651262,0,0,0,0,0,0,0,0,0,0,0,0,0,169618,217111,0,0,0,0,-17609100,-17609000,-146923900,-2600,-164530300
293520525520100,1,,3,0,0,1784449280716308700,293520516518500,21333300,21328800,17844492807018196,17844492807163087,1024,48000,2,169630,31435,1784449280707047100,293520522634900,16666700,15871700,17844492806913177,17844492807070471,3840,2160,0,217126,32967,1784449280716308700,293520516518800,21333300,21328900,0,0,1024,48000,2,169630,31435,1784449280707047100,293520522635200,16666700,15871500,0,0,3840,2160,0,217126,32967,1784449280716308700,293520516521400,0,200,0,0,1024,0,0,678520,540331,1784449280557046800,293520521007500,0,100,0,0,0,0,0,868400,651307,0,0,0,0,0,0,0,0,0,0,0,0,0,169630,217126,0,0,0,0,-15378000,-15378000,-148372600,-2600,-163748000
293520791926500,1,,3,0,0,1784449280972308300,293520772339000,21333300,21186800,17844492809577330,17844492809723083,1024,48000,2,169642,31435,1784449280973714300,293520789971800,16666700,16336800,17844492809580382,17844492809737143,3840,2160,0,217142,32967,1784449280972308300,293520772339400,21333300,21186600,0,0,1024,48000,2,169642,31435,1784449280973714300,293520789974300,16666700,16338600,0,0,3840,2160,0,217142,32967,1784449280972308300,293520772345800,0,500,0,0,1024,0,0,678568,540367,1784449280823714000,293520787665100,0,0,0,0,0,0,0,868464,651355,0,0,0,0,0,0,0,0,0,0,0,0,0,169642,217142,0,0,0,0,-16226800,-16228900,-147691100,-6400,-163913600
293521042123400,1,,3,0,0,1784449281228307900,293521027574500,21333300,21282000,17844492812128640,17844492812283079,1024,48000,2,169654,31435,1784449281223714800,293521040942900,16666700,18504300,17844492812082009,17844492812237148,3840,2160,0,217157,32967,1784449281228307900,293521027574600,21333300,21281500,0,0,1024,48000,2,169654,31435,1784449281223714800,293521040943900,16666700,18504700,0,0,3840,2160,0,217157,32967,1784449281228307900,293521027575900,0,100,0,0,1024,0,0,678616,540403,1784449281073714500,293521037664400,0,100,0,0,0,0,0,868524,651400,0,0,0,0,0,0,0,0,0,0,0,0,0,169654,217157,0,0,0,0,-17961500,-17962400,-146720800,-1300,-164681900
293521292322100,1,,3,0,0,1784449281484307500,293521283980800,21333300,21300600,17844492814694617,17844492814843075,1024,48000,2,169666,31435,1784449281473715300,293521290583300,16666700,17719600,17844492814579397,17844492814737153,3840,2160,0,217172,32967,1784449281484307500,293521283981300,21333300,21300700,0,0,1024,48000,2,169666,31435,1784449281473715300,293521290584000,16666700,17720000,0,0,3840,2160,0,217172,32967,1784449281484307500,293521283984700,0,200,0,0,1024,0,0,678664,540439,1784449281323715000,293521287662000,0,0,0,0,0,0,0,868584,651445,0,0,0,0,0,0,0,0,0,0,0,0,0,169666,217172,0,0,0,0,-17194700,-17194900,-147078300,-3400,-164269800
293521558571700,1,,3,0,0,1784449281740307100,293521539414200,21333300,21241800,17844492817248716,17844492817403071,1024,48000,2,169678,31435,1784449281740382500,293521556958500,16666700,16320100,17844492817246087,17844492817403825,3840,2160,0,217188,32967,1784449281740307100,293521539414400,21333300,21241800,0,0,1024,48000,2,169678,31435,1784449281740382500,293521556958900,16666700,16319800,0,0,3840,2160,0,217188,32967,1784449281740307100,293521539418300,0,400,0,0,1024,0,0,678712,540475,1784449281590382200,293521554328500,0,100,0,0,0,0,0,868648,651493,0,0,0,0,0,0,0,0,0,0,0,0,0,169678,217188,0,0,0,0,-17468900,-17469100,-147369900,-3900,-164835100
293521817399100,1,,3,0,0,1784449282017640000,293521817391900,21333300,21129900,17844492820028983,17844492820176400,1024,48000,2,169691,31435,1784449281990383000,293521806353400,16666700,16000100,17844492819747011,17844492819903830,3840,2160,0,217203,32967,1784449282017640000,293521817392200,21333300,21130000,0,0,1024,48000,2,169691,31435,1784449281990383000,293521806353700,16666700,15998300,0,0,3840,2160,0,217203,32967,1784449282017640000,293521817394700,0,200,0,0,1024,0,0,678764,540514,1784449281840382700,293521804329600,0,0,0,0,0,0,0,868708,651538,0,0,0,0,0,0,0,0,0,0,0,0,0,169691,217203,0,0,0,0,-16218500,-16218500,-147976200,-2500,-164192200
293522075353200,1,,3,0,0,1784449282252306300,293522052066600,21333300,21768400,17844492822375732,17844492822523063,1024,48000,2,169702,31435,1784449282257050200,293522073600000,16666700,17358800,17844492822413211,17844492822570502,3840,2160,0,217219,32967,1784449282252306300,293522052066800,21333300,21768300,0,0,1024,48000,2,169702,31435,1784449282257050200,293522073601000,16666700,17359200,0,0,3840,2160,0,217219,32967,1784449282252306300,293522052069600,0,500,0,0,1024,0,0,678808,540547,1784449282107049900,293522070997800,0,0,0,0,0,0,0,868772,651586,0,0,0,0,0,0,0,0,0,0,0,0,0,169703,217219,0,0,1,0,-16789500,-16790300,-147397100,-2800,-164184600
293522329423300,1,,3,0,0,1784449282529639200,293522329414200,21333300,20874900,17844492825147235,17844492825296392,1024,48000,2,169715,31438,1784449282507050700,293522323252300,16666700,16575800,17844492824913357,17844492825070507,3840,2160,0,217234,32967,1784449282529639200,293522329414400,21333300,20875000,0,0,1024,48000,2,169715,31438,1784449282507050700,293522323253500,16666700,16576500,0,0,3840,2160,0,217234,32967,1784449282529639200,293522329418400,0,200,0,0,1024,0,0,678860,540589,1784449282357050400,293522320997600,0,0,0,0,0,0,0,868832,651631,0,0,0,0,0,0,0,0,0,0,0,0,0,169715,217234,0,0,0,0,-16426600,-16427600,-147744400,-4000,-164168000
293522585519400,1,,3,0,0,1784449282785638800,293522585514400,21333300,20371200,17844492827710137,17844492827856388,1024,48000,2,169727,31438,1784449282757051200,293522573525200,16666700,16109800,17844492827415532,17844492827570512,3840,2160,0,217249,32967,1784449282785638800,293522585514500,21333300,20370900,0,0,1024,48000,2,169727,31438,1784449282757051200,293522573526500,16666700,16110200,0,0,3840,2160,0,217249,32967,1784449282785638800,293522585516200,0,100,0,0,1024,0,0,678908,540625,1784449282607050900,293522571000300,0,100,0,0,0,0,0,868892,651676,0,0,0,0,0,0,0,0,0,0,0,0,0,169727,217249,0,0,0,0,-16598400,-16599600,-147474100,-1700,-164072000
